smartworkout_id,smartworkout_zh,smartworkout_en,body_part,equipments,weight_type,laterality,mechanics,tags
2b9833cf-064b-4d42-815b-89c58352179a,迷你弹力带臀桥,Mini Band Glute Bridge,GLUTEUS,RESISTANCE_BAND,BODYWEIGHT,BILATERAL,COMPOUND,STRENGTH|MOBILITY|REHAB|FUNCTIONAL
2c08c473-5a61-4860-ae61-72380ac9d979,深蹲至宽折叠并握脚,Deep Squat to Wide Fold with Foot Hold,LEGS,,UNWEIGHTED,BILATERAL,COMPOUND,MOBILITY|STRETCH|BALANCE|WARMUP
2c5c5e94-5091-4615-820e-ded247f917d6,单臂哑铃旋前,One-Arm Dumbbell Supination,FOREARMS,DUMBBELL,DUMBBELL,UNILATERAL,ISOLATION,REHAB
2cc42ebe-22bc-4b27-9965-6e342ecd4c03,楼梯攀登机,Stair Climber,LEGS,TREADMILL,BODYWEIGHT,ALTERNATING,COMPOUND,CARDIO|FUNCTIONAL
2d2291cc-8340-4667-80db-becf8e594b1b,史密斯机早安式,Smith Machine Good Morning,GLUTEUS,SMITH_MACHINE,MACHINE,BILATERAL,COMPOUND,STRENGTH
2d243c0b-02d2-4e67-8a63-dca09e86b55a,俯身壶铃划船,Bent Over Kettlebell Row,BACK,KETTLEBELL,WEIGHTED,UNILATERAL,COMPOUND,STRENGTH|PULL
2d677a46-52c9-4daa-a391-477823fd68e5,平衡支撑下沉,Planche Dips,CHEST,DIP_BARS,BODYWEIGHT,BILATERAL,COMPOUND,STRENGTH|PUSH|BALANCE
2daa9660-5c47-48b6-aa22-cf6e37b411b1,站立股四头肌拉伸,Standing Quadriceps Stretch,LEGS,,UNWEIGHTED,UNILATERAL,ISOLATION,STRETCH|MOBILITY|BALANCE|WARMUP
2e084eac-88a9-4dfa-bb48-594966e87f7b,上斜窄距俯卧撑,Incline Close Grip Push-Up,TRICEPS,PLYO_BOX,BODYWEIGHT,BILATERAL,COMPOUND,STRENGTH|PUSH
2e5461f9-54c1-426f-a2a5-a8dee9e1b751,龙旗式,Dragon Flag,ABS,BENCH,BODYWEIGHT,BILATERAL,COMPOUND,STRENGTH|CORE|ISOMETRIC
2e701c8a-581a-4505-b4ba-c906102609e0,器械耸肩,Machine Shrugs,BACK,PLATE_LOADED_MACHINE|SELECTORIZED_MACHINE,MACHINE,BILATERAL,ISOLATION,STRENGTH|PULL
2eeb0124-8dd0-4ef4-a089-8ea9f5956d6a,双杠深度俯卧撑,Deep Push Up On Parallel Bars,CHEST,PARALLETTES,BODYWEIGHT,BILATERAL,COMPOUND,STRENGTH|PUSH
2f181b12-c156-48f8-bfb4-efc2ffc650dc,负重仰卧起坐,Weighted Sit Up,ABS,WEIGHT_PLATE|DUMBBELL|KETTLEBELL|MEDICINE_BALL,BODYWEIGHT,BILATERAL,ISOLATION,STRENGTH|CORE
2f4d0681-8859-4795-9266-4028c6e0171f,腿部摆动,Leg Swings,LEGS,,UNWEIGHTED,UNILATERAL,ISOLATION,MOBILITY|WARMUP|BALANCE
2f8af6f8-5cd3-821e-ec81-1314359d9cfc,绳索直立划船,Cable Upright Row,SHOULDERS,CABLE_MACHINE,MACHINE,BILATERAL,COMPOUND,STRENGTH|PULL
2fc473c6-c392-4036-8fa8-fdf760cb65d2,杠铃站立腕屈伸,Barbell Standing Wrist Curl,FOREARMS,BARBELL,BARBELL,BILATERAL,ISOLATION,STRENGTH
305f4776-36d5-45a1-aae9-9671e419c430,EZ杠铃坐姿三头肌伸展,EZ-Bar Seated Triceps Extension,TRICEPS,EZ_BAR|BENCH,BARBELL,BILATERAL,ISOLATION,STRENGTH|PUSH
30fcbd6b-3369-4772-bcfa-05d9b7d52be5,低斜卧哑铃飞鸟,Low Incline Dumbbell Fly,CHEST,DUMBBELL|BENCH,DUMBBELL,BILATERAL,ISOLATION,STRENGTH|PUSH
30fec8f3-59a5-4d4f-9988-972018248c9f,哑铃分腿蹲,Dumbbell Split Squat,LEGS,DUMBBELL,DUMBBELL,UNILATERAL,COMPOUND,STRENGTH|BALANCE|FUNCTIONAL
31e7bf28-4c5d-4833-ae1f-069bcb913bbc,药球俄罗斯转体,Med Ball Russian twist,ABS,MEDICINE_BALL,WEIGHTED,ALTERNATING,COMPOUND,CORE|BALANCE|FUNCTIONAL
325e9215-4fa0-4fe6-b368-cf1ea2827d5b,杠铃相扑深蹲,Barbell Sumo Squat,LEGS,BARBELL,BODYWEIGHT,BILATERAL,COMPOUND,STRENGTH|FUNCTIONAL
32e2dcf3-923f-4aea-a276-a4c2f9236d43,单臂俯卧撑,One-Arm Push-Up,CHEST,,BODYWEIGHT,UNILATERAL,COMPOUND,STRENGTH|CORE|BALANCE|FUNCTIONAL|PUSH
332334b6-3d1e-4eec-be3b-3fcf6b297ca7,侧平举转前平举,Lateral to Front Raise,SHOULDERS,DUMBBELL,BODYWEIGHT,BILATERAL,ISOLATION,STRENGTH|FUNCTIONAL
337e4449-47d4-4482-9bed-47404f889db7,宽握距胸部支撑划船,Wide Grip Chest Supported Row,BACK,PLATE_LOADED_MACHINE|SELECTORIZED_MACHINE,MACHINE,BILATERAL,COMPOUND,STRENGTH|PULL
3453606c-f6b9-48b0-ac7e-c98595957a41,弹力带帕洛夫抗旋转推举,Band Pallof Press,ABS,RESISTANCE_BAND,BAND,UNILATERAL,ISOLATION,CORE|FUNCTIONAL
35cd3180-abe9-417b-aebb-816d8ff6392a,前脚抬高分腿蹲,Split Squat Front Foot Elevated,LEGS,PLYO_BOX,BODYWEIGHT,UNILATERAL,COMPOUND,STRENGTH|BALANCE|FUNCTIONAL
35d975b5-dfd2-4bc1-b3f6-6cae96604d4a,大猩猩划船,Gorilla Row,BACK,DUMBBELL,DUMBBELL,BILATERAL,COMPOUND,STRENGTH|PULL
35fe1fbc-aff9-4328-b105-c648d3e38a1b,保加利亚包行走弓步,Bulgarian Bag Walking Lunges,LEGS,,WEIGHTED,ALTERNATING,COMPOUND,STRENGTH|BALANCE|FUNCTIONAL
36aff52a-c857-736a-ba6a-ccde6027fd61,哑铃上斜T字提拉,Dumbbell Incline T Raise,SHOULDERS,DUMBBELL|BENCH,DUMBBELL,BILATERAL,ISOLATION,STRENGTH|MOBILITY|BALANCE|FUNCTIONAL
37f5a2d4-b453-4971-a504-90d55d0933f6,弹力带俯身背阔肌下拉,Band Bent Over Lat Pulldown,BACK,RESISTANCE_BAND,BAND,BILATERAL,COMPOUND,STRENGTH|PULL
37fdb10c-13ce-4832-8730-0efc5dbb0eb2,弹力带俄罗斯转体,Band Russian Twist,ABS,RESISTANCE_BAND,BAND,ALTERNATING,COMPOUND,CORE|BALANCE|FUNCTIONAL
38577caa-6c93-4a6f-bb44-57a8b7f92de9,宽距腿举,Leg Press Wide Stance,LEGS,PLATE_LOADED_MACHINE|SELECTORIZED_MACHINE,MACHINE,BILATERAL,COMPOUND,STRENGTH|PUSH
38709d78-13c4-45d5-ac56-b42c86866412,曲杆牧师凳弯举,EZ-Bar Preacher Curl,BICEPS,EZ_BAR,BARBELL,BILATERAL,ISOLATION,STRENGTH|PULL
38938cf9-f0b8-4894-9393-ce7ed9a4e28e,坐姿弹力带髋外展,Seated Band Hip Abduction,GLUTEUS,RESISTANCE_BAND|BENCH,BAND,BILATERAL,ISOLATION,STRENGTH|MOBILITY|REHAB
38c5072e-3103-4399-8006-ae63d52110e5,跪姿后踢腿,Donkey Kick,GLUTEUS,,BODYWEIGHT,UNILATERAL,ISOLATION,STRENGTH|MOBILITY|FUNCTIONAL
3a1fc73a-3f12-43bb-8f88-5e5b0d1443b8,滚动足部,Roll Foot,LEGS,,UNWEIGHTED,BILATERAL,ISOLATION,MOBILITY|REHAB|WARMUP
3a5a9586-380f-4bfa-aa70-429003734604,眼镜蛇俯卧撑,Cobra Push-Up,TRICEPS,,BODYWEIGHT,BILATERAL,COMPOUND,STRENGTH|MOBILITY|PUSH
3ac761ff-672b-488c-bd22-3ded2b757e13,绳索仰握面拉,Cable Supinated Face Pull,SHOULDERS,CABLE_MACHINE,MACHINE,BILATERAL,COMPOUND,STRENGTH|PULL|REHAB|FUNCTIONAL
3ae8ee86-534c-0824-07b6-e9f105b97c1d,俯卧腿弯举,Seated Leg Curl,LEGS,PLATE_LOADED_MACHINE,MACHINE,BILATERAL,ISOLATION,STRENGTH
3ba44e8d-8718-47f1-ba5f-1fd046cbb7b0,悬挂倒置划船,Suspension Inverted Row,BACK,SUSPENSION_TRAINER,BODYWEIGHT,BILATERAL,COMPOUND,STRENGTH|PULL|FUNCTIONAL
3ba7a9b4-88ba-4390-9593-de658b6668e6,哑铃古巴旋转,Dumbbell Cuban Rotation,SHOULDERS,DUMBBELL,DUMBBELL,UNILATERAL,ISOLATION,STRENGTH|MOBILITY|REHAB|WARMUP
3be9dd6e-2749-aa93-a291-4cc48ad59b28,北欧腘绳肌弯曲,Nordic Hamstring Curl,LEGS,ASSISTED_MACHINE,UNWEIGHTED,BILATERAL,ISOLATION,STRENGTH|REHAB|FUNCTIONAL
3c0abf43-2156-49b3-b86b-556e1837f59f,弹力带站立卷腹,Band Standing Crunches,ABS,RESISTANCE_BAND,BAND,BILATERAL,ISOLATION,CORE|FUNCTIONAL
3c28f1b2-7cb3-4c6a-9d73-64730de893e6,坐姿面拉,Seated Face Pull,SHOULDERS,CABLE_MACHINE|BENCH,MACHINE,BILATERAL,COMPOUND,STRENGTH|PULL|REHAB|FUNCTIONAL
3c8b1675-4705-4572-9855-3ee077946aa3,壶铃头部环绕旋转,Kettlebell Around the Head Rotation,SHOULDERS,KETTLEBELL,WEIGHTED,UNILATERAL,COMPOUND,MOBILITY|BALANCE|FUNCTIONAL|WARMUP
3dbb26db-032a-435d-9e0b-98c587fd4568,史密斯机臀部后踢,Smith Machibe Glute Kickback,LEGS,SMITH_MACHINE,MACHINE,UNILATERAL,COMPOUND,STRENGTH
3eade03a-3fd3-4a80-bb11-8e8391ca9732,泰特推举,Tate Press,TRICEPS,DUMBBELL|BENCH,DUMBBELL,BILATERAL,ISOLATION,STRENGTH|PUSH
3ed15c03-1804-4a10-a975-43e21e7cb3d1,阻力带髋内收,Resistance Band Hip Adduction,LEGS,RESISTANCE_BAND,BAND,UNILATERAL,ISOLATION,STRENGTH|MOBILITY|REHAB|FUNCTIONAL
3efa8afc-e9ac-41a7-82af-6dccefc96e33,过头三头肌拉伸,Overhead Triceps Stretch,TRICEPS,,UNWEIGHTED,UNILATERAL,ISOLATION,STRETCH|MOBILITY|WARMUP
3f1cfc8c-a3e9-49db-b3d3-319d72fad15a,直杆双杠臂屈伸,Straight Bar Dips,CHEST,PULL_UP_BAR,BODYWEIGHT,BILATERAL,COMPOUND,STRENGTH|PUSH
3f273f1e-db4b-6f02-e083-92cb6227f20a,坐姿提踵,Seated Calf Raise,LEGS,PLATE_LOADED_MACHINE,MACHINE,BILATERAL,ISOLATION,STRENGTH
3f65c493-34ba-40ed-9098-b9ffc5e506b2,哑铃深蹲,Dumbbell Squat,LEGS,DUMBBELL,DUMBBELL,BILATERAL,COMPOUND,STRENGTH|FUNCTIONAL
4050cda9-d73a-4b37-a97e-3beaa3615d2f,前脚抬高分腿蹲,Split Squat Front Foot Elevated,GLUTEUS,BARBELL|PLYO_BOX,BARBELL,UNILATERAL,COMPOUND,STRENGTH|BALANCE|FUNCTIONAL
4054edee-6167-40a5-b385-59e588bb451d,站立腿弯举,Standing Leg Curl,LEGS,PLATE_LOADED_MACHINE|SELECTORIZED_MACHINE,MACHINE,UNILATERAL,ISOLATION,STRENGTH
41162b76-a99a-4188-88c3-7fd27abc78ce,肩胛骨俯卧撑,Scapula Push-Up,CHEST,,BODYWEIGHT,BILATERAL,ISOLATION,MOBILITY|REHAB|WARMUP|PUSH
412d4c49-4c4f-49c4-9d24-9cdd176000fa,绳索跪姿侧向卷腹,Cable Kneeling Side Crunch,ABS,CABLE_MACHINE,MACHINE,UNILATERAL,ISOLATION,CORE
41662ae6-2248-41f7-a3fe-b870534c3fad,负重凳上臂屈伸,Weighted Bench Dips,TRICEPS,BENCH|WEIGHT_PLATE,BODYWEIGHT,BILATERAL,COMPOUND,STRENGTH|PUSH
418cf18f-68ac-4314-a2bd-036487e78a2e,单臂低位飞鸟哑铃,One-Arm Low Fly Dumbbell,CHEST,DUMBBELL,DUMBBELL,UNILATERAL,ISOLATION,STRENGTH|PUSH
41af656c-31a9-495d-8d86-2582e07f0ac8,窄握上斜哑铃卧推,Close Grip Incline Dumbbell Bench Press,TRICEPS,DUMBBELL|BENCH,DUMBBELL,BILATERAL,COMPOUND,STRENGTH|PUSH
4241390f-1594-40a6-b067-f30b53b5b364,终末膝关节伸展,Terminal Knee Extension,LEGS,RESISTANCE_BAND,BAND,UNILATERAL,ISOLATION,REHAB|MOBILITY|FUNCTIONAL
427c150b-3c0d-4010-9476-0787cfc84514,单臂武士刀三头肌过顶伸展,One-Arm Katana Triceps Overhead Extension,TRICEPS,CABLE_MACHINE,MACHINE,UNILATERAL,ISOLATION,STRENGTH|PUSH
427c3808-4df4-4b0f-803b-de87e130a135,史密斯机保加利亚深蹲,Bulgarian Squat Smith,LEGS,SMITH_MACHINE,MACHINE,UNILATERAL,COMPOUND,STRENGTH|BALANCE
430f3cd3-934c-496d-b4e0-40daceb5c166,单腿推举,Single Leg Press,LEGS,PLATE_LOADED_MACHINE|SELECTORIZED_MACHINE,MACHINE,UNILATERAL,COMPOUND,STRENGTH|PUSH|BALANCE
431ad34e-e714-4ef2-9f2f-b629359da2ff,器械腹部卷曲,Machine Abdominal Crunches,ABS,SELECTORIZED_MACHINE,MACHINE,BILATERAL,ISOLATION,STRENGTH|CORE
442206c2-d2f1-413e-a73f-52b5dd819eb1,史密斯机臀推,Hip Thrust Smith Machine,GLUTEUS,SMITH_MACHINE|BENCH,MACHINE,BILATERAL,COMPOUND,STRENGTH
4479b851-d92c-4da6-b9b2-885f86680832,跳绳,Jump Rope,LEGS,,BODYWEIGHT,BILATERAL,COMPOUND,PLYOMETRIC|CARDIO|BALANCE|WARMUP
44a352b9-c532-4743-a47f-0d38aed169d2,窄握哑铃卧推,Close Grip Dumbbell Press,CHEST,DUMBBELL|BENCH,DUMBBELL,BILATERAL,COMPOUND,STRENGTH|PUSH
44cde330-b5c8-1792-add2-adadcd806b55,仰卧杠铃臂屈伸,Lying Barbell Triceps Extension (Skullcrusher),TRICEPS,BARBELL|BENCH,BARBELL,BILATERAL,ISOLATION,STRENGTH|PUSH
456473b0-442a-434b-8e07-b1a71872b489,站姿哑铃肩推,Standing Dumbbell Shoulder Press,SHOULDERS,DUMBBELL,DUMBBELL,BILATERAL,COMPOUND,STRENGTH|PUSH
45b2f349-b237-4a59-95e5-dca57f979930,绳索中位胸部飞鸟,Cable Middle Chest Fly,CHEST,CABLE_MACHINE,MACHINE,BILATERAL,ISOLATION,STRENGTH|PUSH
45be866e-26ae-4be7-9d53-bb0a0d7e5d19,双哑铃牧师凳弯举,Double Dumbbell Preacher Curl,BICEPS,DUMBBELL|BENCH,DUMBBELL,BILATERAL,ISOLATION,STRENGTH|PULL
45c3ad61-7849-4169-9f03-de68c12aa4b9,单腿罗马尼亚硬拉,Single Leg Romanian Deadlift,GLUTEUS,DUMBBELL|KETTLEBELL|BARBELL,DUMBBELL,UNILATERAL,COMPOUND,STRENGTH|BALANCE|FUNCTIONAL
46527a53-629e-4e6c-b4f4-986143756493,仰卧绳索面拉,Lying Cable Face Pull,SHOULDERS,CABLE_MACHINE|BENCH,MACHINE,BILATERAL,ISOLATION,STRENGTH|PULL|REHAB|FUNCTIONAL
465a9a4a-e854-4dba-be5b-51394c186eeb,仰卧交替屈膝卷腹,Bicycle Crunches,ABS,,BODYWEIGHT,ALTERNATING,ISOLATION,CORE|FUNCTIONAL
47129c4d-735d-42da-897a-6346b2ec80ca,吊环三头肌伸展,Ring Triceps Extension,TRICEPS,GYMNASTIC_RINGS,UNWEIGHTED,BILATERAL,COMPOUND,STRENGTH|PUSH|FUNCTIONAL
47582674-26cc-49c2-a66f-06655b49ab34,跑步机爬坡,Treadmill Climbing,LEGS,TREADMILL,UNWEIGHTED,ALTERNATING,COMPOUND,CARDIO|MOTOR|FUNCTIONAL
47842d2f-f208-4c29-ad46-f54b54963d06,全平板支撑,Full Planche,SHOULDERS,PARALLETTES,BODYWEIGHT,BILATERAL,COMPOUND,STRENGTH|CORE|BALANCE|ISOMETRIC|PUSH
4786d67b-4ca5-40b9-8d97-488d60317e6a,哑铃上斜锤式弯举,Dumbbell Incline Hammer Curl,BICEPS,DUMBBELL|BENCH,DUMBBELL,BILATERAL,ISOLATION,STRENGTH|PULL
47978a95-b7a5-4dcc-8034-9d301551f22c,斯文德推举,Svend Press,CHEST,WEIGHT_PLATE,WEIGHTED,BILATERAL,ISOLATION,STRENGTH|PUSH
4867c4b9-6939-4a7f-ba29-282550b7c7e6,T杠划船,T-Bar Bent Over Row,BACK,BARBELL|LANDMINE,MACHINE,BILATERAL,COMPOUND,STRENGTH|PULL
48d72616-f5df-4299-b159-93112687ec01,剪刀式,Scissors,ABS,,BODYWEIGHT,BILATERAL,ISOLATION,CORE|MOBILITY|BALANCE
492742c2-2f9d-403c-8212-3323acb46df2,平地俯卧撑,Planche Push-Up,TRICEPS,PARALLETTES,BODYWEIGHT,BILATERAL,COMPOUND,STRENGTH|CORE|BALANCE|FUNCTIONAL|PUSH
49297ec3-9ee7-444c-b83f-74be529eda62,上斜凳哑铃宽划船,Incline Bench Dumbbell Wide Row,BACK,DUMBBELL|BENCH,DUMBBELL,BILATERAL,COMPOUND,STRENGTH|PULL
49447a3b-1edb-5947-76e0-1a67e587cee5,前蹲舉,Front Squat,LEGS,BARBELL|RACK,BARBELL,BILATERAL,COMPOUND,STRENGTH|FUNCTIONAL
49d5a7b1-678a-4e88-848b-a6468864bf2d,杠铃背后耸肩,Barbell Shrug Behind The Back,BACK,BARBELL,BARBELL,BILATERAL,ISOLATION,STRENGTH|PULL
4a5f1411-75cd-4485-bbcb-d408f76f0a93,弓步拉伸,Lunge Stretch,LEGS,,UNWEIGHTED,UNILATERAL,COMPOUND,MOBILITY|STRETCH|BALANCE|WARMUP
4ad778f6-7416-4755-a17a-5449201a0360,绳索下蹲弯举,Cable Squatting Curl,BICEPS,CABLE_MACHINE|BENCH,MACHINE,BILATERAL,ISOLATION,STRENGTH|PULL
4ad95020-4064-49c7-9048-b4f69f1f36bc,单臂绳索肱二头肌弯举,One-Arm Cable Biceps Curl,BICEPS,CABLE_MACHINE,MACHINE,UNILATERAL,ISOLATION,STRENGTH|PULL
4ba860b1-2e76-45b6-8023-c386bc56e65d,器械下拉,Machine Pullover,BACK,PLATE_LOADED_MACHINE|SELECTORIZED_MACHINE,MACHINE,BILATERAL,ISOLATION,STRENGTH|PULL
4c567ffb-4d07-417a-8142-f9d67088079e,90度到90度拉伸,90 To 90 Stretch,LEGS,,UNWEIGHTED,BILATERAL,ISOLATION,MOBILITY|STRETCH|WARMUP
4c88201a-d81c-4c88-b0e2-9b58a5f2e0b1,哑铃站立腕屈伸,Dumbbell Standing Wrist Curl,FOREARMS,DUMBBELL,DUMBBELL,BILATERAL,ISOLATION,STRENGTH
4cb4b1c0-7e5d-e804-d5ef-0fbe23f53914,背屈伸,Weighted Back Extension,GLUTEUS,WEIGHT_PLATE,BODYWEIGHT,BILATERAL,ISOLATION,STRENGTH|CORE
4eb45701-1c6d-46b7-a427-24f80a43837c,地面哑铃卧推,Floor Dumbbell Press,CHEST,DUMBBELL,DUMBBELL,BILATERAL,COMPOUND,STRENGTH|PUSH
4ec535de-1f4a-451a-9dc5-dab2920b51f4,坐姿四字伸展,Seated Figure 4 Stretch,GLUTEUS,,UNWEIGHTED,UNILATERAL,ISOLATION,MOBILITY|STRETCH|REHAB|WARMUP
4f000517-83d7-4c0c-81b3-1af736e0f91c,弹力带站立平衡臀肌后踢,Band Standing Balance Glute Kickback,GLUTEUS,RESISTANCE_BAND,BAND,UNILATERAL,ISOLATION,FUNCTIONAL|STRENGTH
4ff906b4-b05c-4e2b-b20b-b55d2a60321a,药球砸地,Medicine Ball Slam,SHOULDERS,MEDICINE_BALL,WEIGHTED,BILATERAL,COMPOUND,PLYOMETRIC|EXPLOSIVE|CARDIO|FUNCTIONAL
50c17111-7979-4354-85cc-62df98b2d62a,杠铃台阶后弓步,Barbell Rear Lunge On Step,GLUTEUS,BARBELL|PLYO_BOX,BARBELL,ALTERNATING,COMPOUND,STRENGTH|BALANCE|FUNCTIONAL
5170255c-cc48-41b6-9b26-a72669deab44,低位滑轮水平帕洛夫推举,Low Cable Horizontal Pallof Press,ABS,CABLE_MACHINE,MACHINE,UNILATERAL,ISOLATION,STRENGTH|CORE|FUNCTIONAL|PUSH
51cf698f-c598-4ac3-aa5f-d397fe4e4d69,单臂拉索交叉身体三头肌伸展,One-Arm Cable Cross Body Triceps Extension,TRICEPS,CABLE_MACHINE,MACHINE,UNILATERAL,ISOLATION,STRENGTH|PUSH
51e27022-23d5-4196-aa85-a3b2f1c213b4,悬垂屈膝触肘,Hanging Knees to Elbows,ABS,PULL_UP_BAR,BODYWEIGHT,BILATERAL,COMPOUND,STRENGTH|CORE|FUNCTIONAL
51e5cf00-61bf-4289-bfc9-8551dac4e91c,负重仰卧交替抬腿,Weighted Dead Bug,ABS,WEIGHT_PLATE,WEIGHTED,BILATERAL,ISOLATION,CORE|STRENGTH|FUNCTIONAL
51f6c2dd-f5ef-49ed-b10c-8538ac8330ac,坐姿四字伸展,Figure 4 Stretch on Chair,GLUTEUS,,UNWEIGHTED,UNILATERAL,ISOLATION,MOBILITY|STRETCH|REHAB|BALANCE
532b36c4-7a06-47c9-8264-0fa7b9a4e39e,下斜俯卧撑,Decline Push-Up,CHEST,PLYO_BOX|BENCH,BODYWEIGHT,BILATERAL,COMPOUND,STRENGTH|PUSH|CORE
5476b9ee-ef6e-4e87-a52e-753e5901bb39,TRX 二头肌弯举,TRX Biceps Curl,BICEPS,SUSPENSION_TRAINER,BODYWEIGHT,BILATERAL,ISOLATION,STRENGTH|PULL|FUNCTIONAL
5526faf0-d734-42c9-a045-50b31aecd615,下犬式,Downward Dog,LEGS,,UNWEIGHTED,BILATERAL,COMPOUND,MOBILITY|STRETCH|BALANCE|WARMUP
5574c68f-61a7-4dd5-beb3-f89fb4c4942f,健身球卷腹,Stability Ball Crunch,ABS,,BODYWEIGHT,BILATERAL,ISOLATION,CORE|BALANCE
55772f28-ccb6-4f43-9293-5a63501271b7,腕部俯卧撑,Wrist Push-Up,FOREARMS,,BODYWEIGHT,BILATERAL,COMPOUND,STRENGTH|MOBILITY|BALANCE|FUNCTIONAL
55c465c9-b72e-4a61-b8ed-d3f8502e0b79,波利昆台阶上步,Poliquin Step-Up,LEGS,DUMBBELL|PLYO_BOX,WEIGHTED,UNILATERAL,COMPOUND,BALANCE|FUNCTIONAL|REHAB
56c729a9-e650-4668-bd71-47eae8fc9efa,椅间俯卧撑,Pike Push-Up Between Chairs,SHOULDERS,,BODYWEIGHT,BILATERAL,COMPOUND,STRENGTH|BALANCE|PUSH
56e8e606-ddaa-48e9-98b5-1216ddf751ce,跪姿弹力带腹部卷曲,Kneeling Band Abs Crunches,ABS,RESISTANCE_BAND,BAND,BILATERAL,ISOLATION,CORE|FUNCTIONAL
56f2585b-203d-4be6-9957-c52bcd9e4d73,杠铃站立扭转,Barbell Standing Twist,ABS,BARBELL,BARBELL,BILATERAL,ISOLATION,CORE|MOBILITY|FUNCTIONAL
57463e1d-1b6c-49c0-afa9-258a626a5b3b,仰卧起坐,Sit Up,ABS,,UNWEIGHTED,BILATERAL,ISOLATION,CORE
57512f6d-595f-47a5-ba01-9a8e8dfca5a6,高抬腿跳跃触膝,Hopping High Knee Tap,LEGS,,UNWEIGHTED,ALTERNATING,COMPOUND,PLYOMETRIC|CARDIO|BALANCE|EXPLOSIVE|WARMUP
57ffa56b-3279-4b97-b660-5bd91ff26f1f,仰卧直腿抬高,Lying Stright Leg Raise,ABS,,BODYWEIGHT,BILATERAL,ISOLATION,CORE
5847de4c-699f-4a50-a7a8-3815f8ddaf49,面拉,Cable Face Pull,SHOULDERS,CABLE_MACHINE,MACHINE,BILATERAL,COMPOUND,STRENGTH|PULL|REHAB|FUNCTIONAL
591883dc-8fce-4307-a13c-a767d15dcab8,器械仰卧卷腹,Machine Lying Crunch,ABS,PLATE_LOADED_MACHINE|SELECTORIZED_MACHINE,UNWEIGHTED,BILATERAL,ISOLATION,CORE
5993086a-9f98-4a7f-9ff8-c870fa693f68,鸟狗俯卧撑,Bird Dog Push-Up,TRICEPS,,BODYWEIGHT,ALTERNATING,COMPOUND,STRENGTH|CORE|BALANCE|FUNCTIONAL|PUSH
59c152a9-7463-4c6d-888b-4a989399242e,侧板式髋外展,Side Plank Hip Abduction,GLUTEUS,,BODYWEIGHT,UNILATERAL,COMPOUND,STRENGTH|CORE|BALANCE
59c89f64-4dd9-4590-b70b-4dfc1d395407,T杠胸部支撑划船,T-Bar Chest Suported Row,BACK,PLATE_LOADED_MACHINE,MACHINE,BILATERAL,COMPOUND,STRENGTH|PULL
5a4288af-d6e5-1b30-d668-4a6e3b55b399,杠铃宽握立姿划船,Barbell Wide Grip Upright Row,SHOULDERS,BARBELL,BARBELL,BILATERAL,COMPOUND,STRENGTH|PULL
5b2bdea5-ceee-a837-596c-fd2f6138ffff,坐姿哑铃推举,Seated Dumbbell Shoulder Press,SHOULDERS,DUMBBELL,DUMBBELL,BILATERAL,COMPOUND,STRENGTH|PUSH
5b2ee265-06ea-46a9-8011-a1e875e8eb64,单臂壶铃摆动,One-Arm Kettlebell Swing,LEGS,KETTLEBELL,BODYWEIGHT,UNILATERAL,COMPOUND,STRENGTH|EXPLOSIVE|CARDIO|BALANCE|FUNCTIONAL
5b5ad96b-a5d1-a271-9b57-aa0dfda9d77b,宽握引体向上,Wide Grip Lat Pulldown,BACK,CABLE_MACHINE,MACHINE,BILATERAL,COMPOUND,STRENGTH|PULL
5ba385ff-a1f8-44d4-b3a9-f988d2a3ea75,单腿硬拉,Single-Leg Deadlift,LEGS,DUMBBELL|KETTLEBELL|BARBELL,BARBELL,UNILATERAL,COMPOUND,STRENGTH|BALANCE|FUNCTIONAL
5bd74809-7a6d-4265-80f1-fc20144a7ebb,单腿提踵,Single-Leg Calf Raise,LEGS,,BODYWEIGHT,UNILATERAL,ISOLATION,STRENGTH|BALANCE|FUNCTIONAL
5bf3ca9d-6d66-49eb-be24-2fcb61b9bda5,半跪姿股四头肌拉伸,Half Kneeling Quad Stretch,LEGS,,UNWEIGHTED,UNILATERAL,ISOLATION,MOBILITY|STRETCH|WARMUP
5bf96492-da9d-4c59-a664-61f5091dae04,吊环屈膝前屈,Ring Pike,ABS,GYMNASTIC_RINGS,BODYWEIGHT,BILATERAL,ISOLATION,CORE|BALANCE|FUNCTIONAL
5c3a0532-fe85-4225-8791-64b252bd4d40,健身球仰卧抬腿,Dead Bug with Ball,ABS,MEDICINE_BALL,WEIGHTED,BILATERAL,COMPOUND,CORE|MOTOR|FUNCTIONAL
5cd4a725-e9e7-4677-a24a-1b83ce5da740,曲杆杠铃肱二头肌弯举,EZ-Bar Biceps Curl,BICEPS,EZ_BAR,BARBELL,BILATERAL,ISOLATION,STRENGTH|PULL
5d175483-a70f-418a-8ee1-b4434087df4e,哑铃海豹划船,Dumbbell Seal Row,BACK,DUMBBELL|BENCH,DUMBBELL,BILATERAL,COMPOUND,STRENGTH|PULL
5d37f2ea-3a34-4db1-94ae-476306b7222e,窄距俯卧撑,Close Grip Push-Up,TRICEPS,,BODYWEIGHT,BILATERAL,COMPOUND,STRENGTH|PUSH
